game_type,week,away_team,home_team,away_rest,home_rest,location,result
REG,1,BUF,CIN,7,7,Home,
REG,1,NE,PIT,7,7,Home,
REG,1,BAL,NYJ,7,7,Home,
REG,1,CLE,MIA,7,7,Home,
REG,1,LAC,HOU,7,7,Home,
REG,1,IND,LV,7,7,Home,
REG,1,DEN,JAX,7,7,Home,
REG,1,TEN,KC,7,7,Home,
REG,1,DAL,GB,7,7,Home,
REG,1,WAS,CHI,7,7,Home,
REG,1,DET,NYG,7,7,Home,
REG,1,MIN,PHI,7,7,Home,
REG,1,CAR,SEA,7,7,Home,
REG,1,NO,ARI,7,7,Home,
REG,1,LA,TB,7,7,Home,
REG,1,SF,ATL,7,7,Home,
REG,2,PIT,BUF,7,7,Home,
REG,2,MIA,BAL,7,7,Home,
REG,2,NYJ,CLE,7,7,Home,
REG,2,CIN,NE,7,7,Home,
REG,2,HOU,DEN,7,7,Home,
REG,2,KC,IND,7,7,Home,
REG,2,JAX,LAC,7,7,Home,
REG,2,LV,TEN,7,7,Home,
REG,2,CHI,NYG,7,7,Home,
REG,2,WAS,DET,7,7,Home,
REG,2,GB,PHI,7,7,Home,
REG,2,DAL,MIN,7,7,Home,
REG,2,ATL,SEA,7,7,Home,
REG,2,TB,ARI,7,7,Home,
REG,2,LA,NO,7,7,Home,
REG,2,SF,CAR,7,7,Home,
REG,3,MIA,CIN,7,7,Home,
REG,3,BAL,NE,7,7,Home,
REG,3,NYJ,PIT,7,7,Home,
REG,3,CLE,BUF,7,7,Home,
REG,3,IND,DEN,7,7,Home,
REG,3,TEN,LAC,7,7,Home,
REG,3,KC,HOU,7,7,Home,
REG,3,LV,JAX,7,7,Home,
REG,3,NYG,MIN,7,7,Home,
REG,3,CHI,DAL,7,7,Home,
REG,3,PHI,DET,7,7,Home,
REG,3,GB,WAS,7,7,Home,
REG,3,ATL,LA,7,7,Home,
REG,3,TB,SF,7,7,Home,
REG,3,ARI,CAR,7,7,Home,
REG,3,SEA,NO,7,7,Home,
REG,4,BUF,BAL,7,7,Home,
REG,4,NE,CLE,7,7,Home,
REG,4,CIN,NYJ,7,7,Home,
REG,4,PIT,MIA,7,7,Home,
REG,4,HOU,LV,7,7,Home,
REG,4,JAX,KC,7,7,Home,
REG,4,DEN,TEN,7,7,Home,
REG,4,LAC,IND,7,7,Home,
REG,4,NYG,GB,7,7,Home,
REG,4,PHI,CHI,7,7,Home,
REG,4,DET,DAL,7,7,Home,
REG,4,MIN,WAS,7,7,Home,
REG,4,CAR,LA,7,7,Home,
REG,4,NO,SF,7,7,Home,
REG,4,ARI,ATL,7,7,Home,
REG,4,SEA,TB,7,7,Home,
REG,5,MIA,CHI,7,7,Home,
REG,5,NE,MIN,7,7,Home,
REG,5,CIN,TB,7,7,Home,
REG,5,CLE,ATL,7,7,Home,
REG,5,DEN,SEA,7,7,Home,
REG,5,LAC,SF,7,7,Home,
REG,5,DAL,TEN,7,7,Home,
REG,5,NYG,JAX,7,7,Home,
REG,5,PHI,IND,7,7,Home,
REG,5,WAS,HOU,7,7,Home,
REG,5,DET,NYJ,7,7,Home,
REG,5,GB,BUF,7,7,Home,
REG,5,CAR,BAL,7,7,Home,
REG,5,NO,PIT,7,7,Home,
REG,5,ARI,LV,7,7,Home,
REG,5,LA,KC,7,7,Home,
REG,6,MIA,DET,7,7,Home,
REG,6,NE,GB,7,7,Home,
REG,6,CIN,NO,7,7,Home,
REG,6,CLE,CAR,7,7,Home,
REG,6,HOU,NYG,7,7,Home,
REG,6,IND,DAL,7,7,Home,
REG,6,JAX,WAS,7,7,Home,
REG,6,TEN,PHI,7,7,Home,
REG,6,KC,ARI,7,7,Home,
REG,6,LV,LA,7,7,Home,
REG,6,CHI,NYJ,7,7,Home,
REG,6,MIN,BUF,7,7,Home,
REG,6,ATL,BAL,7,7,Home,
REG,6,TB,PIT,7,7,Home,
REG,6,SEA,LAC,7,7,Home,
REG,6,SF,DEN,7,7,Home,
REG,7,BUF,CHI,7,7,Home,
REG,7,NYJ,MIN,7,7,Home,
REG,7,BAL,NO,7,7,Home,
REG,7,PIT,CAR,7,7,Home,
REG,7,HOU,DAL,7,7,Home,
REG,7,IND,NYG,7,7,Home,
REG,7,JAX,PHI,7,7,Home,
REG,7,TEN,WAS,7,7,Home,
REG,7,KC,SF,7,7,Home,
REG,7,LV,SEA,7,7,Home,
REG,7,DET,NE,7,7,Home,
REG,7,GB,MIA,7,7,Home,
REG,7,ATL,CIN,7,7,Home,
REG,7,TB,CLE,7,7,Home,
REG,7,ARI,DEN,7,7,Home,
REG,7,LA,LAC,7,7,Home,
REG,8,BUF,DET,7,7,Home,
REG,8,NYJ,GB,7,7,Home,
REG,8,BAL,TB,7,7,Home,
REG,8,PIT,ATL,7,7,Home,
REG,8,DEN,LA,7,7,Home,
REG,8,LAC,ARI,7,7,Home,
REG,8,DAL,JAX,7,7,Home,
REG,8,NYG,TEN,7,7,Home,
REG,8,PHI,HOU,7,7,Home,
REG,8,WAS,IND,7,7,Home,
REG,8,CHI,NE,7,7,Home,
