trade_id,season,trade_date,gave,received,pick_season,pick_round,pick_number,conditional,pfr_id,pfr_name
248,2008,2008-03-21,ATL,OAK,,,,,HallDe99,DeAngelo Hall
248,2008,2008-03-21,OAK,ATL,2008,,,0,,
248,2008,2008-03-21,OAK,ATL,2008,2,34,0,ThomDe02,Devin Thomas
249,2008,2008-04-23,KC,MIN,,,,,AlleJa22,Jared Allen
249,2008,2008-04-23,KC,MIN,2009,6,187,0,UndeBr99,Bron Underwood
249,2008,2008-04-23,MIN,KC,2008,1,17,0,CherGo20,Gosder Cherilus
249,2008,2008-04-23,MIN,KC,2008,3,73,0,CharJa00,Jamaal Charles
249,2008,2008-04-23,MIN,KC,2008,3,82,0,MorgDa98,DaJuan Morgan
249,2008,2008-04-23,MIN,KC,2008,6,182,0,RobiKe00,Kevin Robinson
250,2008,2008-04-26,DEN,NYJ,2008,,,0,,
250,2008,2008-04-26,NYJ,DEN,,,,,RobeDe20,Dewayne Robertson
251,2008,2008-04-26,DAL,MIA,,,,,AyodAk20,Akin Ayodele
251,2008,2008-04-26,DAL,MIA,,,,,FasaAn00,Anthony Fasano
251,2008,2008-04-26,MIA,DAL,2008,4,100,0,BranTy99,Tyvon Branch
252,2008,2008-04-26,NE,NO,2008,1,7,0,ElliSe99,Sedrick Ellis
252,2008,2008-04-26,NE,NO,2008,5,164,0,NickCa20,Carl Nicks
252,2008,2008-04-26,NO,NE,2008,1,10,0,MayoJe99,Jerod Mayo
252,2008,2008-04-26,NO,NE,2008,3,78,0,CrabSh99,Shawn Crable
253,2008,2008-04-26,BAL,JAX,2008,1,8,0,HarvDe99,Derrick Harvey
253,2008,2008-04-26,JAX,BAL,2008,1,26,0,BrowDu20,Duane Brown
253,2008,2008-04-26,JAX,BAL,2008,3,71,0,GoodTa99,Tavares Gooden
253,2008,2008-04-26,JAX,BAL,2008,3,89,0,SlatSt00,Steve Slaton
253,2008,2008-04-26,JAX,BAL,2008,4,125,0,ShieAr00,Arman Shields
254,2008,2008-04-26,DET,KC,2008,1,15,0,AlbeBr20,Branden Albert
254,2008,2008-04-26,DET,KC,2008,3,76,0,CottBr00,Brad Cottam
254,2008,2008-04-26,KC,DET,2008,1,17,0,CherGo20,Gosder Cherilus
254,2008,2008-04-26,KC,DET,2008,3,66,0,LangKe98,Kendall Langford
254,2008,2008-04-26,KC,DET,2008,5,136,0,MoorKe00,Kenny Moore
255,2008,2008-04-26,BAL,HOU,2008,1,26,0,BrowDu20,Duane Brown
255,2008,2008-04-26,BAL,HOU,2008,3,89,0,SlatSt00,Steve Slaton
255,2008,2008-04-26,BAL,HOU,2008,6,173,0,BarbDo99,Dominique Barber
255,2008,2008-04-26,HOU,BAL,2008,1,18,0,FlacJo00,Joe Flacco
256,2008,2008-04-26,CAR,PHI,2008,2,43,0,JohnTy99,Tyrell Johnson
256,2008,2008-04-26,CAR,PHI,2008,4,109,0,McGlMi20,Mike McGlynn
256,2008,2008-04-26,CAR,PHI,2009,1,28,0,WoodEr20,Eric Wood
256,2008,2008-04-26,PHI,CAR,2008,1,19,0,OtahJe20,Jeff Otah
257,2008,2008-04-26,ATL,WAS,2008,2,34,0,ThomDe02,Devin Thomas
257,2008,2008-04-26,ATL,WAS,2008,4,103,0,HayeWi99,William Hayes
257,2008,2008-04-26,WAS,ATL,2008,1,21,0,BakeSa21,Sam Baker
257,2008,2008-04-26,WAS,ATL,2008,3,84,0,DougHa00,Harry Douglas
257,2008,2008-04-26,WAS,ATL,2008,5,154,0,BierKr99,Kroy Biermann
258,2008,2008-04-26,DAL,SEA,2008,1,28,0,JackLa98,Lawrence Jackson
258,2008,2008-04-26,DAL,SEA,2008,5,163,0,SchmOw00,Owen Schmitt
258,2008,2008-04-26,DAL,SEA,2008,7,235,0,CoutBr00,Brandon Coutu
258,2008,2008-04-26,SEA,DAL,2008,1,25,0,JenkMi99,Mike Jenkins
259,2008,2008-04-26,GB,NYJ,2008,1,30,0,KellDu00,Dustin Keller
259,2008,2008-04-26,NYJ,GB,2008,2,36,0,NelsJo00,Jordy Nelson
259,2008,2008-04-26,NYJ,GB,2008,4,113,0,LoweDw99,Dwight Lowery
260,2008,2008-04-26,BAL,SEA,2008,2,38,0,CarlJo00,John Carlson
260,2008,2008-04-26,SEA,BAL,2008,2,55,0,RiceRa00,Ray Rice
260,2008,2008-04-26,SEA,BAL,2008,3,86,0,ZbikTo99,Tom Zbikowski
261,2008,2008-04-26,MIA,PHI,,,,,BookLo00,Lorenzo Booker
261,2008,2008-04-26,PHI,MIA,2008,4,115,0,MoorDr99,Dre Moore
262,2008,2008-04-26,MIN,PHI,2008,2,47,0,LawsTr99,Trevor Laws
262,2008,2008-04-26,MIN,PHI,2008,4,117,0,DempQu99,Quintin Demps
262,2008,2008-04-26,PHI,MIN,2008,2,43,0,JohnTy99,Tyrell Johnson
262,2008,2008-04-26,PHI,MIN,2008,5,152,0,GuioLe99,Letroy Guion
263,2008,2008-04-26,JAX,TB,2008,2,58,0,JackDe01,Dexter Jackson
263,2008,2008-04-26,JAX,TB,2008,5,158,0,DaviKe01,Kellen Davis
263,2008,2008-04-26,JAX,TB,2009,7,217,0,BiggE.99,E.J. Biggers
263,2008,2008-04-26,TB,JAX,2008,2,52,0,GrovQu99,Quentin Groves
264,2008,2008-04-27,DET,MIA,2008,3,66,0,LangKe98,Kendall Langford
264,2008,2008-04-27,DET,MIA,2008,6,176,0,ParmJa00,Jalen Parmele
264,2008,2008-04-27,MIA,DET,2008,3,64,0,SmitKe02,Kevin Smith
265,2008,2008-04-27,NE,SD,2008,3,69,0,HestJa00,Jacob Hester
265,2008,2008-04-27,SD,NE,2008,5,160,0,JohnJo05,Josh Johnson
265,2008,2008-04-27,SD,NE,2009,2,47,0,MitcMi99,Mike Mitchell
266,2008,2008-04-27,DAL,DET,2008,3,92,0,AvriCl99,Cliff Avril
266,2008,2008-04-27,DET,DAL,2008,4,111,0,RuckMa00,Martin Rucker
266,2008,2008-04-27,DET,DAL,2009,4,101,0,McGeSt00,Stephen McGee
267,2008,2008-04-27,DAL,TEN,2008,4,126,0,HawkLa00,Lavelle Hawkins
267,2008,2008-04-27,TEN,DAL,,,,,JonePa20,Adam Jones
268,2008,2008-04-27,TEN,WAS,2008,4,124,0,TryoJu99,Justin Tryon
268,2008,2008-04-27,TEN,WAS,2008,5,157,0,SchuRo20,Roy Schuening
268,2008,2008-04-27,WAS,TEN,2008,4,103,0,HayeWi99,William Hayes
269,2008,2008-04-27,DAL,OAK,2008,4,100,0,BranTy99,Tyvon Branch
269,2008,2008-04-27,OAK,DAL,2008,4,104,0,BellBe99,Beau Bell
269,2008,2008-04-27,OAK,DAL,2008,7,213,0,WashCh00,Chauncey Washington
270,2008,2008-04-27,GB,NYJ,2008,4,113,0,LoweDw99,Dwight Lowery
270,2008,2008-04-27,GB,NYJ,2008,5,162,0,AingEr00,Erik Ainge
270,2008,2008-04-27,NYJ,GB,2008,4,102,0,ThomJe99,Jeremy Thompson
271,2008,2008-04-27,CLE,DAL,2008,4,122,0,ChoiTa00,Tashard Choice
271,2008,2008-04-27,CLE,DAL,2008,5,155,0,WillTh99,Thomas Williams
271,2008,2008-04-27,DAL,CLE,2008,4,104,0,BellBe99,Beau Bell
272,2008,2008-04-27,BAL,OAK,2008,4,125,0,ShieAr00,Arman Shields
272,2008,2008-04-27,OAK,BAL,,,,,WashFa20,Fabian Washington
273,2008,2008-04-27,CHI,MIA,2008,4,110,0,MurpSh20,Shawn Murphy
273,2008,2008-04-27,MIA,CHI,2008,4,115,0,MoorDr99,Dre Moore
273,2008,2008-04-27,MIA,CHI,2008,7,208,0,BaldEr99,Ervin Baldwin
274,2008,2008-04-27,CLE,DAL,2009,3,69,0,WillJa95,Jason Williams
274,2008,2008-04-27,DAL,CLE,2008,4,111,0,RuckMa00,Martin Rucker
275,2008,2008-04-27,CHI,TB,2008,4,115,0,MoorDr99,Dre Moore
275,2008,2008-04-27,CHI,TB,2008,6,175,0,HayeGe98,Geno Hayes
275,2008,2008-04-27,TB,CHI,2008,4,120,0,StelCr99,Craig Steltz
275,2008,2008-04-27,TB,CHI,2008,5,158,0,DaviKe01,Kellen Davis
276,2008,2008-04-27,NYG,PIT,2008,4,130,0,HillTo21,Tony Hills
276,2008,2008-04-27,NYG,PIT,2008,6,194,0,MundRy00,Ryan Mundy
276,2008,2008-04-27,PIT,NYG,2008,4,123,0,KehlBr99,Bryan Kehl
277,2008,2008-04-27,GB,STL,2008,4,128,0,BurtKe00,Keenan Burton
277,2008,2008-04-27,STL,GB,2008,5,137,0,,
277,2008,2008-04-27,STL,GB,,,,,,John David Booty
277,2008,2008-04-27,STL,GB,2008,7,217,0,SwaiBr00,Brett Swain
278,2008,2008-04-27,GB,MIN,2008,5,137,0,,
278,2008,2008-04-27,GB,MIN,,,,,,John David Booty
278,2008,2008-04-27,MIN,GB,2008,5,150,0,GiacBr20,Breno Giacomini
278,2008,2008-04-27,MIN,GB,2008,7,209,0,FlynMa00,Matt Flynn
279,2008,2008-04-27,DAL,JAX,2008,5,155,0,WillTh99,Thomas Williams
279,2008,2008-04-27,DAL,JAX,2008,7,213,0,WashCh00,Chauncey Washington
279,2008,2008-04-27,JAX,DAL,2008,5,143,0,ScanOr99,Orlando Scandrick
280,2008,2008-04-27,DET,NO,2008,5,144,0,PresDe99,DeMario Pressley
280,2008,2008-04-27,NO,DET,2008,5,146,0,FeltJe00,Jerome Felton
280,2008,2008-04-27,NO,DET,2008,7,218,0,CampCa00,Caleb Campbell
281,2008,2008-04-27,NE,TB,2008,7,,0,,
281,2008,2008-04-27,NE,TB,2008,5,160,0,JohnJo05,Josh Johnson
281,2008,2008-04-27,TB,NE,2008,5,153,0,SlatMa00,Matthew Slater
282,2008,2008-04-27,STL,WAS,2008,6,168,0,BrooDu20,Durant Brooks
282,2008,2008-04-27,STL,WAS,2008,6,180,0,MoorKa99,Kareem Moore
282,2008,2008-04-27,WAS,STL,2008,5,157,0,SchuRo20,Roy Schuening
282,2008,2008-04-27,WAS,STL,2008,7,228,0,ChamCh99,Chris Chamberlain
283,2008,2008-04-27,CLE,PHI,2009,5,141,0,McKiKe00,Kenny McKinley
283,2008,2008-04-27,PHI,CLE,2008,6,191,0,HubbPa00,Paul Hubbard
284,2008,2008-04-27,GB,NO,2008,7,237,0,ArriAd00,Adrian Arrington
284,2008,2008-04-27,NO,GB,2009,6,187,0,UndeBr99,Brandon Underwood
285,2008,2008-05-27,MIN,WAS,,,,,JameEr20,Erasmus James
285,2008,2008-05-27,WAS,MIN,2008,,,0,,
286,2008,2008-06-06,IND,PHI,,,,,LawtLu00,Luke Lawton
286,2008,2008-06-06,PHI,IND,2008,,,0,,
287,2008,2008-07-21,MIA,WAS,,,,,TaylJa03,Jason Taylor
287,2008,2008-07-21,WAS,MIA,2008,,,0,,
288,2008,2008-07-21,NO,NYG,2008,,,0,,
288,2008,2008-07-21,NYG,NO,,,,,ShocJe00,Jeremy Shockey
289,2008,2008-08-07,GB,NYJ,,,,,FavrBr00,Brett Favre
289,2008,2008-08-07,NYJ,GB,2008,,,0,,
290,2008,2008-08-20,CLE,MIA,2008,,,0,,
290,2008,2008-08-20,MIA,CLE,,,,,DaniTr20,Travis Daniels
291,2008,2008-08-28,BAL,TB,2008,,,0,,
291,2008,2008-08-28,TB,BAL,,,,,DougMa20,Marques Douglas
292,2008,2008-08-28,DAL,DEN,2010,5,158,0,TennMa20,Matt Tennant
292,2008,2008-08-28,DEN,DAL,,,,,HollMo20,Montrae Holland
293,2008,2008-08-30,CAR,MIA,2008,,,0,,
293,2008,2008-08-30,MIA,CAR,,,,,McCoJo01,Josh McCown
294,2008,2008-09-02,ATL,DEN,2008,,,0,,
294,2008,2008-09-02,DEN,ATL,,,,,FoxwDo20,Domonique Foxworth
295,2008,2008-09-02,PIT,TB,,,,,MahaSe20,Sean Mahan
295,2008,2008-09-02,TB,PIT,2008,,,0,,
296,2008,2008-09-02,CHI,TB,2008,,,0,,
296,2008,2008-09-02,TB,CHI,,,,,BuenDa20,Dan Buenning
297,2008,2008-09-02,DEN,SEA,,,,,ColbKe00,Keary Colbert
297,2008,2008-09-02,SEA,DEN,2008,,,0,,
298,2008,2008-10-14,BUF,IND,,,,,McCaJo22,John McCargo
298,2008,2008-10-14,IND,BUF,2008,,,0,,
299,2008,2008-10-14,DAL,DET,2009,1,20,0,PettBr00,Brandon Pettigrew
299,2008,2008-10-14,DAL,DET,2009,3,82,0,WillDe05,Derrick Williams
299,2008,2008-10-14,DAL,DET,2009,6,192,0,BrowAa00,Aaron Brown
299,2008,2008-10-14,DET,DAL,,,,,WillRo04,Roy Williams
299,2008,2008-10-14,DET,DAL,2009,7,210,0,WalkVa99,Vance Walker
300,2009,2009-02-27,CLE,TB,,,,,WinsKe01,Kellen Winslow
300,2009,2009-02-27,TB,CLE,2009,2,50,0,MassMo00,Mohamed Massaquoi
300,2009,2009-02-27,TB,CLE,2009,6,191,0,FranCo99,Coye Francies
301,2009,2009-02-27,HOU,MIN,,,,,RoseSa00,Sage Rosenfels
301,2009,2009-02-27,MIN,HOU,2009,4,122,0,HillAn00,Anthony Hill
302,2009,2009-02-28,DAL,DET,,,,,HenrAn20,Anthony Henry
302,2009,2009-02-28,DET,DAL,,,,,KitnJo00,Jon Kitna
303,2009,2009-02-28,KC,NE,2009,2,34,0,ChunPa99,Patrick Chung
303,2009,2009-02-28,NE,KC,,,,,CassMa00,Matt Cassel
303,2009,2009-02-28,NE,KC,,,,,VrabMi20,Mike Vrabel
304,2009,2009-02-28,NYJ,PHI,2009,5,153,0,IngrCo00,Cornelius Ingram
304,2009,2009-02-28,PHI,NYJ,,,,,ShepLi99,Lito Sheppard
305,2009,2009-03-05,NE,PHI,2009,5,159,0,TupoFe20,Fenuki Tupou
305,2009,2009-03-05,PHI,NE,,,,,LeweiGr01,Greg Lewis
305,2009,2009-03-05,PHI,NE,2010,7,231,0,CapeSe20,Selvish Capers
306,2009,2009-03-16,DET,SEA,,,,,ReddCo20,Cory Redding
306,2009,2009-03-16,DET,SEA,2009,5,137,0,PhilJa99,Jason Phillips
306,2009,2009-03-16,SEA,DET,,,,,PeteJu00,Julian Peterson
308,2009,2009-03-23,MIA,OAK,,,,,SateSa20,Samson Satele
308,2009,2009-03-23,MIA,OAK,2009,4,126,0,NorrSl99,Slade Norris
308,2009,2009-03-23,OAK,MIA,2009,4,108,0,HartBr00,Brian Hartline
308,2009,2009-03-23,OAK,MIA,2009,6,181,0,GardAn20,Andrew Gardner
309,2009,2009-04-03,CHI,DEN,,,,,OrtoKy00,Kyle Orton
309,2009,2009-04-03,CHI,DEN,2009,1,18,0,AyerRo99,Robert Ayers
309,2009,2009-04-03,CHI,DEN,2009,3,84,0,WallMi00,Mike Wallace
309,2009,2009-04-03,CHI,DEN,2010,1,11,0,DaviAn27,Anthony Davis
309,2009,2009-04-03,DEN,CHI,,,,,CutlJa00,Jay Cutler
309,2009,2009-04-03,DEN,CHI,2009,5,140,0,KnoxJo00,Johnny Knox
307,2009,2009-04-09,JAX,MIA,,,,,McDaTo20,Tony McDaniel
307,2009,2009-04-09,MIA,JAX,2009,7,,0,,
310,2009,2009-04-09,ATL,STL,,,,,RobiLa01,Laurent Robinson
310,2009,2009-04-09,ATL,STL,2009,5,160,0,FostBr00,Brooks Foster
310,2009,2009-04-09,ATL,STL,2009,6,196,0,NullKe00,Keith Null
310,2009,2009-04-09,STL,ATL,2009,5,138,0,MiddWi98,William Middleton
310,2009,2009-04-09,STL,ATL,2009,6,176,0,AdkiSp99,Spencer Adkins
311,2009,2009-04-13,CAR,GB,2009,,,0,,
311,2009,2009-04-13,GB,CAR,,,,,JansJ.00,J.J. Jansen
312,2009,2009-04-20,BUF,PHI,,,,,PeteJa21,Jason Peters
312,2009,2009-04-20,PHI,BUF,2009,1,28,0,WoodEr20,Eric Wood
312,2009,2009-04-20,PHI,BUF,2009,4,121,0,NelsSh00,Shawn Nelson
313,2009,2009-04-23,ATL,KC,2009,,,0,,
313,2009,2009-04-23,KC,ATL,,,,,GonzTo00,Tony Gonzalez
314,2009,2009-04-25,CLE,NYJ,2009,1,5,0,SancMa00,Mark Sanchez
314,2009,2009-04-25,NYJ,CLE,,,,,ColeKe20,Kenyon Coleman
314,2009,2009-04-25,NYJ,CLE,,,,,ElamAb20,Abram Elam
314,2009,2009-04-25,NYJ,CLE,,,,,RatlBr00,Brett Ratliff
314,2009,2009-04-25,NYJ,CLE,2009,1,17,0,FreeJo00,Josh Freeman
314,2009,2009-04-25,NYJ,CLE,2009,2,52,0,VeikDa99,David Veikune
315,2009,2009-04-25,CLE,TB,2009,1,17,0,FreeJo00,Josh Freeman
315,2009,2009-04-25,TB,CLE,2009,1,19,0,MaclJe00,Jeremy Maclin
315,2009,2009-04-25,TB,CLE,2009,6,191,0,FranCo99,Coye Francies
316,2009,2009-04-25,CLE,PHI,2009,1,19,0,MaclJe00,Jeremy Maclin
316,2009,2009-04-25,PHI,CLE,2009,1,21,0,MackAl20,Alex Mack
316,2009,2009-04-25,PHI,CLE,2009,6,195,0,DaviJa03,James Davis
317,2009,2009-04-25,BAL,NE,2009,1,26,0,MattCl99,Clay Matthews
317,2009,2009-04-25,BAL,NE,2009,5,162,0,MereJa20,Jamon Meredith
317,2009,2009-04-25,NE,BAL,2009,1,23,0,OherMi20,Michael Oher
318,2009,2009-04-25,GB,NE,2009,2,41,0,ButlDa99,Darius Butler
318,2009,2009-04-25,GB,NE,2009,3,73,0,CoxxDe99,Derek Cox
318,2009,2009-04-25,GB,NE,2009,3,83,0,TateBr00,Brandon Tate
318,2009,2009-04-25,NE,GB,2009,1,26,0,MattCl99,Clay Matthews
318,2009,2009-04-25,NE,GB,2009,5,162,0,MereJa20,Jamon Meredith
319,2009,2009-04-25,DEN,SEA,2010,1,14,0,ThomEa99,Earl Thomas
319,2009,2009-04-25,SEA,DEN,2009,2,37,0,SmitAl98,Alphonso Smith
320,2009,2009-04-25,NE,OAK,2009,2,47,0,MitcMi99,Mike Mitchell
320,2009,2009-04-25,NE,OAK,2009,4,124,0,MurpLo00,Louis Murphy
320,2009,2009-04-25,NE,OAK,2009,6,199,0,,
320,2009,2009-04-25,NE,OAK,,,,,,Stryker Sulak
320,2009,2009-04-25,OAK,NE,2009,2,40,0,BracRo99,Ron Brace
321,2009,2009-04-25,CAR,SF,2010,1,17,0,IupaMi20,Mike Iupati
321,2009,2009-04-25,SF,CAR,2009,2,43,0,BrowEv99,Everette Brown
321,2009,2009-04-25,SF,CAR,2009,4,111,0,GoodMi00,Mike Goodson
322,2009,2009-04-25,CHI,SEA,2009,2,49,0,UngeMa20,Max Unger
322,2009,2009-04-25,SEA,CHI,2009,3,68,0,GilbJa99,Jarron Gilbert
322,2009,2009-04-25,SEA,CHI,2009,4,105,0,MeltHe99,Henry Melton
323,2009,2009-04-25,BUF,DAL,2009,3,75,0,BrewRo20,Robert Brewster
323,2009,2009-04-25,BUF,DAL,2009,4,110,0,ButlVi99,Victor Butler
323,2009,2009-04-25,DAL,BUF,2009,2,51,0,LeviAn20,Andy Levitre
324,2009,2009-04-25,IND,MIA,2009,2,61,0,SmitSe99,Sean Smith
324,2009,2009-04-25,IND,MIA,2009,5,165,0,ClemCh97,Chris Clemons
324,2009,2009-04-25,MIA,IND,2009,2,56,0,MoalFi99,Fili Moala
325,2009,2009-04-25,DEN,PIT,2009,3,79,0,UrbiKr20,Kraig Urbik
325,2009,2009-04-25,DEN,PIT,2009,3,84,0,WallMi00,Mike Wallace
325,2009,2009-04-25,PIT,DEN,2009,2,64,0,QuinRi00,Richard Quinn
325,2009,2009-04-25,PIT,DEN,2009,4,132,0,OlseSe20,Seth Olsen
326,2009,2009-04-26,DET,NYJ,2009,3,65,0,GreeSh00,Shonn Greene
326,2009,2009-04-26,NYJ,DET,2009,3,76,0,LevyDe99,DeAndre Levy
326,2009,2009-04-26,NYJ,DET,2009,4,115,0,HillSa99,Sammie Lee Hill
326,2009,2009-04-26,NYJ,DET,2009,7,228,0,MurtLy20,Lydon Murtha
327,2009,2009-04-26,JAX,NE,2009,7,232,0,EdelJu00,Julian Edelman
327,2009,2009-04-26,JAX,NE,2010,2,44,0,HousLa99,Lamarr Houston
327,2009,2009-04-26,NE,JAX,2009,3,73,0,CoxxDe99,Derek Cox
328,2009,2009-04-26,NYG,PHI,2009,3,91,0,ButlDe00,Deon Butler
328,2009,2009-04-26,NYG,PHI,2009,5,164,0,MorsTh00,Thomas Morstead
328,2009,2009-04-26,PHI,NYG,2009,3,85,0,BardRa00,Ramses Barden
329,2009,2009-04-26,NE,TEN,2009,3,89,0,CookJa02,Jared Cook
329,2009,2009-04-26,TEN,NE,2010,2,47,0,WashDa99,Daryl Washington
330,2009,2009-04-26,PHI,SEA,2009,3,91,0,ButlDe00,Deon Butler
330,2009,2009-04-26,SEA,PHI,2009,5,137,0,PhilJa99,Jason Phillips
330,2009,2009-04-26,SEA,PHI,2009,7,213,0,FanaPa20,Paul Fanaika
330,2009,2009-04-26,SEA,PHI,2010,3,70,0,DickEd00,Ed Dickson
331,2009,2009-04-26,DAL,TB,2009,4,117,0,MoorKy99,Kyle Moore
331,2009,2009-04-26,TB,DAL,2009,4,120,0,WillBr95,Brandon Williams
331,2009,2009-04-26,TB,DAL,2009,7,229,0,JohnMa04,Manuel Johnson
332,2009,2009-04-26,NE,PHI,,,,,HobbEl20,Ellis Hobbs
332,2009,2009-04-26,PHI,NE,2009,5,137,0,PhilJa99,Jason Phillips
332,2009,2009-04-26,PHI,NE,2009,5,141,0,McKiKe00,Kenny McKinley
333,2009,2009-04-26,BAL,NE,2009,4,123,0,OhrnRi20,Rich Ohrnberger
333,2009,2009-04-26,BAL,NE,2009,6,198,0,IngrJa20,Jake Ingram
333,2009,2009-04-26,NE,BAL,2009,5,137,0,PhilJa99,Jason Phillips
333,2009,2009-04-26,NE,BAL,2009,5,141,0,McKiKe00,Kenny McKinley
334,2009,2009-04-26,BAL,DEN,2009,5,141,0,McKiKe00,Kenny McKinley
334,2009,2009-04-26,DEN,BAL,2009,5,149,0,DrewDa00,Davon Drew
334,2009,2009-04-26,DEN,BAL,2009,6,185,0,PeerCe00,Cedric Peerman
335,2009,2009-04-26,ATL,DAL,2009,5,143,0,SmitDe98,DeAngelo Smith
335,2009,2009-04-26,DAL,ATL,2009,5,156,0,ReynGa20,Garrett Reynolds
335,2009,2009-04-26,DAL,ATL,2009,7,210,0,WalkVa99,Vance Walker
336,2009,2009-04-26,MIN,WAS,2009,5,158,0,GlenCo99,Cody Glenn
336,2009,2009-04-26,MIN,WAS,2009,7,221,0,WillEd00,Eddie Williams
336,2009,2009-04-26,WAS,MIN,2009,5,150,0,BrinJa99,Jasper Brinkley
337,2009,2009-04-26,NO,PHI,2009,7,222,0,McAfPa44,Pat McAfee
337,2009,2009-04-26,NO,PHI,2010,5,163,0,JoneRe99,Reshad Jones
337,2009,2009-04-26,PHI,NO,2009,5,164,0,MorsTh00,Thomas Morstead
338,2009,2009-04-26,DEN,DET,2009,7,235,0,FollZa99,Zack Follett
338,2009,2009-04-26,DEN,DET,2010,5,146,0,ThomCa99,Cam Thomas
338,2009,2009-04-26,DET,DEN,2009,6,174,0,BranTo00,Tom Brandstater
339,2009,2009-04-26,CAR,OAK,2009,6,202,0,MyerBr00,Brandon Myers
339,2009,2009-04-26,OAK,CAR,2009,7,216,0,MunnCa99,Captain Munnerlyn
339,2009,2009-04-26,OAK,CAR,2010,6,175,0,HardGr99,Greg Hardy
340,2009,2009-04-26,IND,PHI,2010,6,200,1,,
340,2009,2009-04-26,IND,PHI,,,,,,Charles Scott
340,2009,2009-04-26,PHI,IND,2009,7,222,0,McAfPa44,Pat McAfee
341,2009,2009-04-26,KC,MIA,2010,7,,0,,
341,2009,2009-04-26,MIA,KC,2009,3,,0,,
342,2009,2009-04-30,NE,TB,2009,,,0,,
342,2009,2009-04-30,TB,NE,,,,,SmitAl04,Alex Smith
343,2009,2009-05-07,CIN,STL,,,,,HarrOr20,Orien Harris
343,2009,2009-05-07,STL,CIN,,,,,LeonBr00,Brian Leonard
344,2009,2009-07-01,DET,JAX,,,,,AlexGe99,Gerald Alexander
344,2009,2009-07-01,JAX,DET,,,,,NortDe00,Dennis Northcutt
345,2009,2009-07-22,DET,STL,,,,,CurrRo01,Ronald Curry
345,2009,2009-07-22,STL,DET,,,,,HarrOr20,Orien Harris
346,2009,2009-08-07,NE,OAK,2009,,,0,,
346,2009,2009-08-07,OAK,NE,,,,,BurgDe99,Derrick Burgess
811,2009,2009-08-10,NYJ,SD,2010,7,,1,,
811,2009,2009-08-10,SD,NYJ,,,,,BurkJo00,John Burke
347,2009,2009-08-17,DEN,NE,2010,5,158,0,TennMa20,Matt Tennant
347,2009,2009-08-17,NE,DEN,,,,,SmitLe20,Le Kevin Smith
347,2009,2009-08-17,NE,DEN,2010,7,231,0,CapeSe20,Selvish Capers
348,2009,2009-08-24,KC,MIA,2009,,,0,,
348,2009,2009-08-24,MIA,KC,,,,,AlleAn20,Andy Alleman
348,2009,2009-08-24,MIA,KC,,,,,NdukIk20,Ikechuku Ndukwe
349,2009,2009-08-25,DEN,NE,2009,,,0,,
349,2009,2009-08-25,NE,DEN,,,,,HochRu20,Russ Hochstein
350,2009,2009-08-31,HOU,SD,,,,,JohnTr20,Travis Johnson
350,2009,2009-08-31,SD,HOU,2010,6,197,0,HollTr00,Trindon Holliday
351,2009,2009-09-01,CAR,CLE,2009,3,,0,,
351,2009,2009-09-01,CLE,CAR,,,,,LeonLo99,Louis Leonard
352,2009,2009-09-01,ATL,STL,2010,7,226,0,SelvGe99,George Selvie
352,2009,2009-09-01,STL,ATL,,,,,HillTy20,Tye Hill
353,2009,2009-09-04,BUF,DET,,,,,SimpKo20,Ko Simpson
353,2009,2009-09-04,DET,BUF,2010,7,209,0,BrowLe00,Levi Brown
354,2009,2009-09-05,BAL,GB,,,,,MartDe22,Derrick Martin
354,2009,2009-09-05,GB,BAL,,,,,MollTo20,Tony Moll
355,2009,2009-09-05,NE,NO,,,,,ThomDa02,David Thomas
355,2009,2009-09-05,NO,NE,2011,6,189,0,MohaMi00,Mike Mohamed
356,2009,2009-09-05,NE,NYG,2011,,,1,,
356,2009,2009-09-05,NYG,NE,,,,,MattMi00,Michael Matthews
357,2009,2009-09-06,DET,NYJ,,,,,OConKe00,Kevin O'Connell
357,2009,2009-09-06,NYJ,DET,2011,7,231,0,KearFr00,Frank Kearse
358,2009,2009-09-06,NE,OAK,,,,,SeymRi00,Richard Seymour
358,2009,2009-09-06,OAK,NE,2011,1,17,0,SoldNa00,Nate Solder
359,2009,2009-09-06,JAX,TB,2010,7,217,0,WatsDe99,Dekoda Watson
359,2009,2009-09-06,TB,JAX,,,,,McCoLu00,Luke McCown
360,2009,2009-09-22,BAL,NE,,,,,BurgPr99,Prescott Burgess
360,2009,2009-09-22,NE,BAL,2009,3,,0,,
361,2009,2009-09-29,KC,MIA,,,,,ThigTy00,Tyler Thigpen
361,2009,2009-09-29,MIA,KC,2009,3,,0,,
362,2009,2009-10-07,CLE,NYJ,,,,,EdwaBr00,Braylon Edwards
362,2009,2009-10-07,NYJ,CLE,,,,,StucCh20,Chansi Stuckey
362,2009,2009-10-07,NYJ,CLE,,,,,TrusJa99,Jason Trusnik
362,2009,2009-10-07,NYJ,CLE,2009,3,,0,,
363,2009,2009-10-17,CHI,TB,2010,2,42,0,GronRo00,Rob Gronkowski
363,2009,2009-10-17,TB,CHI,,,,,AdamGa99,Gaines Adams
364,2009,2009-10-20,CAR,KC,2009,3,,0,,
364,2009,2009-10-20,KC,CAR,,,,,TyleTa99,Tank Tyler
365,2009,2009-10-20,PHI,STL,,,,,GibsBr00,Brandon Gibson
